pr_number,issue_number,commit_date,author,title,body,closer,files
1292,1292,2022-08-17T02:10:11Z,Heap-Hop,Flutter desktop close connection tab,"- close connection tab after failed
- rename get_session -> session_get 
- add / remove favorite",,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/widgets/dialog.dart, flutter/lib/models/model.dart, src/flutter_ffi.rs"
1287,1287,2022-08-16T15:42:22Z,fufesou,Flutter desktop fullscreen,"1. fullscreen
2. fix chat message row pixels overflow.",,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/mobile/pages/chat_page.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1286,1286,2022-08-16T04:28:23Z,Kingtous,feat: file transfer selectable navigation tools & search bar,"- selectable navigation list
- search bar #1048
- drop to send files to remote #1194",,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/models/file_model.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1285,1285,2022-08-15T12:43:07Z,Heap-Hop,Update flutter_desktop smalls ,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/widgets/dialog.dart, flutter/lib/models/model.dart, src/flutter.rs, src/flutter_ffi.rs"
1282,1282,2022-08-15T06:46:51Z,Heap-Hop,Add showToast & dialog clickMaskDismiss,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/dialog.dart, flutter/lib/models/model.dart, flutter/pubspec.lock"
1281,1281,2022-08-15T06:05:57Z,Kingtous,feat: setFullScreen implementation & cm page,"This PR includes:
- initial cm page implementation
- `setFullScreen` implementation for sub-windows
    - windows, Linux tested, macOS not",,"flutter/lib/consts.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/main.dart, flutter/pubspec.lock, flutter/pubspec.yaml, src/core_main.rs"
1280,1280,2022-08-15T01:30:12Z,21pages,add setting page,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/models/server_model.dart, src/flutter_ffi.rs, src/ui.rs, src/ui_interface.rs"
1273,1273,2022-08-14T09:34:45Z,fufesou,Flutter desktop remote menus rebase,"1. Remote Page. Scrollbar & ScrollAuto.
2. Fix wheel event (double to int).
3. Fix BlockInput Option widget.",,"flutter/lib/consts.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/pubspec.lock, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/pl.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/vn.rs"
1272,1272,2022-08-14T08:18:09Z,SoftwareMagicIT,Added missing translation and changed some mistakes,My first contribute. I added missing translations and changed some mistakes,,src/lang/it.rs
1271,1271,2022-08-14T05:07:12Z,kordood,Create ko.rs,"Add UI Language Korean
Signed-off-by: kordood <gigacms@gmail.com>",kordood,"src/lang.rs, src/lang/ko.rs"
1264,1264,2022-08-12T10:54:50Z,Heap-Hop,new dialog impl based on Overlay,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/screen/desktop_file_transfer_screen.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/connection_page.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/dialog.dart, flutter/lib/models/file_model.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart, flutter/lib/models/server_model.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1263,1263,2022-08-12T10:53:40Z,cooperbang,Update AppImageBuilder.yml,"included libc6:amd64 which contains /lib/x86_64-linux-gnu/libnsl.so.1

Should fix the libnsl.sl.1 error when starting the AppImage: 
/tmp/.mount_RustDeJm6xZn//usr/bin/rustdesk: error while loading shared libraries: libnsl.so.1: cannot open shared object file: No such file or directory",,appimage/AppImageBuilder.yml
1257,1257,2022-08-12T01:33:18Z,21pages,optimize ui,,,"flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart"
1255,1255,2022-08-11T15:44:08Z,jkhsjdhjs,fix desktop entry categories,"The category ""Other"" isn't a valid category [1] and causes unwanted
behavior on some DE's [2]. Thus I remove this category and add the
main category ""Network"" instead. I also add the additional categories
""RemoteAccess"", since rustdesk is a tool to remotely access computers,
and ""GTK"", because it's based on GTK libraries.

[1] https://specifications.freedesktop.org/menu-spec/latest/apa.html
[2] https://aur.archlinux.org/packages/rustdesk-bin#comment-877405",,rustdesk.desktop
1252,1252,2022-08-11T10:19:31Z,21pages,Tabbar,"1. add dark theme
2. remove redundant MaterialApp in GetMaterialApp to use same theme
3. use transparent background in sub window
4. home tab
5. unify tab logic",,"flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/screen/desktop_file_transfer_screen.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart"
1247,1247,2022-08-11T02:22:57Z,Heap-Hop,Update desktop and mobile chat message,,,"flutter/lib/desktop/pages/remote_page.dart, flutter/lib/mobile/pages/chat_page.dart, flutter/lib/mobile/pages/home_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/widgets/overlay.dart, flutter/lib/models/chat_model.dart"
1241,1241,2022-08-10T08:21:52Z,paspo,Url link,"Support for rustdesk: type links. E.g.    rustdesk:123456789
When you click this link, it should open rustdesk and start a connection.

At the moment, I have linux support and I'm working on windows/osx.

This also fixes a misused `Version` key in `rustdesk.desktop` file.",rustdesk,"Cargo.lock, Cargo.toml, PKGBUILD, appimage/AppImageBuilder.yml, build.py, build_appimage.py, pacman_install, rpm-suse.spec, rpm.spec, rustdesk-link.desktop, rustdesk.desktop, src/platform/windows.rs, src/ui.rs"
1238,1238,2022-08-10T03:34:40Z,Kingtous,feat: adapt macos dark mode,#1230,,"Cargo.lock, Cargo.toml, flutter/pubspec.lock, mac-tray-dark.png, mac-tray-light.png, src/ui/macos.rs"
1236,1236,2022-08-10T02:49:32Z,Heap-Hop,Update UI,"- init file / input permission bug
- fix dark mode
- refresh peers state workaround",,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/server_model.dart"
1229,1229,2022-08-09T11:50:20Z,Kingtous,feat: add focus with restore,,,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1228,1228,2022-08-09T10:22:02Z,miller45,fix #1226: add missing apt dependencies to Dockerfile,"Added missing apt-dependencies to Dockerfile to make a successful build...
See auto-closed issue #1226
Signed-off-by: rklein <gmse45forse@googlemail.com>

",,Dockerfile
1227,1227,2022-08-09T10:14:50Z,Kingtous,fix: avoid window manager re-register in sub window,,,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/main.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
1225,1225,2022-08-09T05:40:16Z,Kingtous,fix: multi window close issue,,,"flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/main.dart, flutter/lib/utils/multi_window_manager.dart"
1221,1221,2022-08-09T03:10:23Z,21pages,fix ci build error,"warn unused, but needed.",,flutter/lib/utils/multi_window_manager.dart
1220,1220,2022-08-09T03:09:48Z,fufesou,Flutter desktop remote menus,"1. String cliboard.
2. Privacy mode.

TODOs:
1. chat message.
2. scroll.
3. action menu, mouse click penetration.",,"flutter/lib/common.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/lib/utils/multi_window_manager.dart, src/client.rs, src/common.rs, src/flutter.rs, src/ui/remote.rs"
1219,1219,2022-08-09T02:17:25Z,21pages,"switch window, close subwindow",,,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/utils/multi_window_manager.dart"
1218,1218,2022-08-09T00:20:36Z,Heap-Hop,refactor flutter_desktop ,"- fix all mobile features
- refactor all [setByName] [getByName] to async bridge function",,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/mobile/pages/connection_page.dart, flutter/lib/mobile/pages/home_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/pages/scan_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/dialog.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/file_model.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart, flutter/lib/models/server_model.dart, flutter/lib/utils/tray_manager.dart, src/client.rs, src/common.rs, src/flutter_ffi.rs, src/server/connection.rs, src/ui_interface.rs"
1210,1210,2022-08-08T12:09:25Z,crashys,Create pt_PT,New language translation (Portuguese / Portugal),rustdesk,src/lang/pt_PT
1206,1206,2022-08-08T07:27:18Z,Kingtous,fix: windows onDestroy callback on flutter multi window,,,"flutter/pubspec.lock, flutter/pubspec.yaml"
1204,1204,2022-08-08T02:21:50Z,21pages,custom tabbar,"![1659924823412](https://user-images.githubusercontent.com/14891774/183324934-5387f05c-5d11-476a-9a89-bbc1ac1dae07.png)

- [ ]  pop main window when clicking add, close remote window when no tab left, pop remote window when new connection.
- [ ] hide titlebar, use on main window
- [ ]  beautify the tab style, dark mode, remove the selected tab jitter when tab close",,"flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/widgets/tabbar_widget.dart"
1202,1202,2022-08-08T01:32:36Z,fufesou,Flutter desktop remote menus,"1. Fix menu model.
2. Fix image scale.",,"flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/remote_page.dart"
1196,1196,2022-08-06T10:33:56Z,FastAct,Add Dutch translation file,,rustdesk,"src/lang.rs, src/lang/nl.rs"
1188,1188,2022-08-05T12:40:13Z,FastAct,Add Dutch translation files,"Add a new Dutch translation file
Changes to lang.rs (add dutch)",,"src/lang.rs, src/lang/nl.rs"
1186,1186,2022-08-05T02:28:01Z,Kingtous,fix: tabbar rebuild issue,Signed-off-by: Kingtous <kingtous@qq.com>,,"flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/file_manager_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart"
1181,1181,2022-08-04T09:27:42Z,Heap-Hop,Flutter desktop merge master mobile,,,"README-FI.md, flutter/android/app/build.gradle, flutter/lib/common.dart, flutter/lib/mobile/pages/chat_page.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/mobile/pages/home_page.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/overlay.dart, flutter/lib/models/chat_model.dart, flutter/lib/models/file_model.dart, flutter/lib/models/model.dart, flutter/pubspec.lock, flutter/pubspec.yaml, libs/hbb_common/protos/message.proto, libs/hbb_common/src/fs.rs, src/client.rs, src/client/helper.rs, src/common.rs, src/flutter.rs, src/flutter_ffi.rs, src/ipc.rs, src/lang.rs, src/lang/ja.rs, src/server/connection.rs, src/ui/cm.rs, src/ui/remote.rs, src/ui_interface.rs"
1173,1173,2022-08-03T14:14:32Z,fufesou,fix global envet stream shading && refactor platform ffi,,,"flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/main.dart, flutter/lib/models/ab_model.dart, flutter/lib/models/file_model.dart, flutter/lib/models/model.dart, flutter/lib/models/native_model.dart, flutter/lib/models/peer_model.dart, flutter/lib/models/platform_model.dart, flutter/lib/models/user_model.dart, flutter/lib/models/web_model.dart, flutter/linux/CMakeLists.txt, src/flutter.rs, src/flutter_ffi.rs"
1170,1170,2022-08-03T09:17:30Z,21pages,little fix,"id/password double tap, menu divider",,"flutter/lib/desktop/pages/desktop_home_page.dart, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/pl.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/template.rs, src/lang/tr.rs, src/lang/tw.rs, src/lang/vn.rs"
1167,1167,2022-08-03T07:44:36Z,fufesou,flutter_desktop: fix canvas height - tabBarHeight,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

",,"flutter/lib/consts.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/connection_tab_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/desktop/widgets/peercard_widget.dart, flutter/lib/desktop/widgets/titlebar_widget.dart, flutter/lib/mobile/pages/connection_page.dart, flutter/lib/models/model.dart, src/lan.rs"
1165,1165,2022-08-03T06:10:16Z,SuoDizzy,Grammatical errors in README Finnish translation fixed,"Replaced some words to be more sensible (such as from ""aja"" to ""suorita"")  and fixed some grammar errors. (""Kirjoittaa"" not ""Kirjoita"")

Previously a finnish person could easily tell it wasnt by a finnish person.",,README-FI.md
1155,1155,2022-08-02T14:35:33Z,21pages,password,,,"flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/models/server_model.dart, src/flutter_ffi.rs, src/ui.rs, src/ui_interface.rs"
1152,1152,2022-08-02T12:30:42Z,MaySoMusician,Add Japanese translation of the app,"This PR will add the option for Japanese translation of the app

Note that `doc_mac_permission` should be updated after the document is translated. Maybe I will try it soon (TM)",rustdesk,"src/lang.rs, src/lang/ja.rs"
1149,1149,2022-08-02T05:13:48Z,fufesou,flutter_desktop_connection_2: debug lan,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Load peers on events.
2. debug lan.
",,"Cargo.lock, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/desktop/widgets/peer_widget.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/lib/models/peer_model.dart, src/flutter_ffi.rs, src/lan.rs, src/rendezvous_mediator.rs, src/ui.rs, src/ui_interface.rs"
1148,1148,2022-08-02T03:34:49Z,21pages,fix: hide restart menu item if version < 1.1.10,,rustdesk,src/ui/remote.rs
1140,1140,2022-08-01T14:33:51Z,fufesou,fix_privacy_mod_on_login: set some options after login,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

Separate options to with logins and after logins.

",Heap-Hop,"src/client.rs, src/ui/remote.rs"
